seqnames	start	end	width	strand	stat	diff	ind.fdr	is.sig	probeID	logFC	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	cpg.type
chr1	16062894	16062894	1	*	9.41816628999277	0.0666354719247323	2.06751116782498e-16	TRUE	cg15616400	0.0862146823775714	chr1	15980178	16069152	88975	*	inter:271				hg38_cpg_inter	Open sea
chr1	16330784	16330784	1	*	6.48810024032321	0.0318853135313534	4.32067137514193e-09	TRUE	cg24525573	0.270590538758094	chr1	16241305	16348078	106774	*	inter:279				hg38_cpg_inter	Open sea
chr1	17308032	17308032	1	*	6.9617145375071	0.0358006668013742	3.44740563411241e-10	TRUE	cg08477744	0.924207751936354	chr1	17153581	17403938	250358	*	inter:307				hg38_cpg_inter	Open sea
chr1	19185772	19185772	1	*	6.37740457835983	0.0443627450980393	7.49737353750361e-09	TRUE	cg18524091	0.0889576450284778	chr1	18961390	19205656	244267	*	inter:324				hg38_cpg_inter	Open sea
chr1	19186805	19186805	1	*	8.19507916241541	0.0632662238119572	3.41539928814932e-13	TRUE	cg21731286	0.0312170033424824	chr1	18961390	19205656	244267	*	inter:324				hg38_cpg_inter	Open sea
chr1	19229118	19229118	1	*	7.54128075446823	0.0257412398921833	1.50324850617892e-11	TRUE	cg21728447	0.0451158308493513	chr1	19214553	19247389	32837	*	inter:325				hg38_cpg_inter	Open sea
chr1	19577036	19577036	1	*	7.17775310693078	0.0571418988648093	1.10801824628291e-10	TRUE	cg10748867	0.042384500017954	chr1	19490151	19592846	102696	*	inter:331				hg38_cpg_inter	Open sea
chr1	19746204	19746204	1	*	9.57188078226547	0.0492141740489837	8.95800887861683e-17	TRUE	cg23519022	0.0323499041733009	chr1	19683373	19796028	112656	*	inter:335				hg38_cpg_inter	Open sea
chr1	20249430	20249430	1	*	8.48521935858498	0.0801802721088433	5.52742838897048e-14	TRUE	cg16825000	0.0474322084999376	chr1	20247325	20339072	91748	*	inter:339				hg38_cpg_inter	Open sea
chr1	20395367	20395367	1	*	6.33013099269963	0.0316987179487178	9.38111308859899e-09	TRUE	cg19521927	0.03518526480696	chr1	20371042	20479968	108927	*	inter:341				hg38_cpg_inter	Open sea
chr1	20397074	20397074	1	*	6.41681982454509	0.03943860365418	6.16442867985898e-09	TRUE	cg24335149	0.0378233502970286	chr1	20371042	20479968	108927	*	inter:341				hg38_cpg_inter	Open sea
chr1	20834501	20834501	1	*	7.47617934075578	0.0205198305737389	2.16402425300294e-11	TRUE	cg12497298	0.0631938145461302	chr1	20791629	21172621	380993	*	inter:350				hg38_cpg_inter	Open sea
chr1	21437982	21437982	1	*	13.0865628259622	0.0653308823529413	1.34259775369613e-26	TRUE	cg13149996	0.0599672845246838	chr1	21436924	21439778	2855	*	shore:1059				hg38_cpg_shores	CpG shores
chr1	22264515	22264515	1	*	11.6735701958449	0.129620098039216	1.31598534960639e-22	TRUE	cg12274479	0.576379944421651	chr1	22147760	22281720	133961	*	inter:372				hg38_cpg_inter	Open sea
chr1	22468902	22468902	1	*	16.3653342016713	0.144412783981517	7.31448744153097e-36	TRUE	cg03133269	-0.284942597135141	chr1	22456325	22559101	102777	*	inter:375				hg38_cpg_inter	Open sea
chr1	22970339	22970339	1	*	7.07198312014444	0.0592395071236041	1.83482948228492e-10	TRUE	cg00136477	0.482736963357756	chr1	22958077	23015320	57244	*	inter:383				hg38_cpg_inter	Open sea
chr1	23522636	23522636	1	*	6.41530663496394	0.0527304574116706	6.12194610631392e-09	TRUE	cg20887241	0.376353854792839	chr1	23488863	23526540	37678	*	inter:392				hg38_cpg_inter	Open sea
chr1	23693926	23693926	1	*	9.48726330737931	0.056780946601942	1.38494519544131e-16	TRUE	cg10347418	0.0372946069173626	chr1	23692078	23694077	2000	*	shore:1152				hg38_cpg_shores	CpG shores
chr1	24127262	24127262	1	*	8.95784235193862	0.0446572968810166	3.69366855255671e-15	TRUE	cg24409107	0.720041987932456	chr1	23984528	24183049	198522	*	inter:404				hg38_cpg_inter	Open sea
chr1	25229099	25229099	1	*	7.1539105138858	0.0338188854489168	1.25312964381444e-10	TRUE	cg18231267	0.05685398040295	chr1	25228072	25230071	2000	*	shelf:932				hg38_cpg_shelves	CpG shelves
chr1	25256369	25256369	1	*	10.2002432491504	0.0191490180978052	2.04740420451051e-18	TRUE	cg06377278	0.455269766682359	chr1	25252031	25262785	10755	*	inter:416				hg38_cpg_inter	Open sea
chr1	25258332	25258332	1	*	6.93196145085132	0.0517083333333333	4.15876935484611e-10	TRUE	cg03171924	0.420971434566539	chr1	25252031	25262785	10755	*	inter:416				hg38_cpg_inter	Open sea
chr1	26197855	26197855	1	*	6.49017585619762	0.119166345783597	4.10518816057065e-09	TRUE	cg15662251	0.773475806748653	chr1	26174334	26221025	46692	*	inter:433				hg38_cpg_inter	Open sea
chr1	26218503	26218503	1	*	12.0322949730643	0.0544482260726077	1.33957249898937e-23	TRUE	cg06453691	0.282488997083728	chr1	26174334	26221025	46692	*	inter:433				hg38_cpg_inter	Open sea
chr1	26324823	26324823	1	*	13.188839760519	0.0891239892183289	8.69671927727758e-27	TRUE	cg15547662	0.0520921557308874	chr1	26310799	26332046	21248	*	inter:437				hg38_cpg_inter	Open sea
chr1	26372887	26372887	1	*	6.94186609190093	0.0588246053138237	3.90549613217954e-10	TRUE	cg07766612	0.649279943809196	chr1	26364791	26407090	42300	*	inter:440				hg38_cpg_inter	Open sea
chr1	26605969	26605969	1	*	7.65371964372569	0.061463226800154	7.90586311120092e-12	TRUE	cg01414934	0.0459506164803631	chr1	26534194	26616352	82159	*	inter:445				hg38_cpg_inter	Open sea
chr1	27189787	27189787	1	*	6.91221599402273	0.0377291666666665	4.61603875635563e-10	TRUE	cg03421300	0.21845090643134	chr1	27159252	27197392	38141	*	inter:458				hg38_cpg_inter	Open sea
chr1	27240365	27240365	1	*	7.18516849471418	0.0420381443298972	1.06240417389772e-10	TRUE	cg24580782	0.364147669166411	chr1	27239124	27317961	78838	*	inter:460				hg38_cpg_inter	Open sea
chr1	27702651	27702651	1	*	7.20056015586836	0.0285788690476192	9.32706282092694e-11	TRUE	cg19979773	0.0321204027547562	chr1	27672521	27721633	49113	*	inter:472				hg38_cpg_inter	Open sea
chr1	28157061	28157061	1	*	12.1365907301358	0.0306815556411244	6.83184355031965e-24	TRUE	cg09009042	0.0385188971757075	chr1	28092802	28228633	135832	*	inter:479				hg38_cpg_inter	Open sea
chr1	28832468	28832468	1	*	6.3428970376832	0.0184058529072006	9.13309462480217e-09	TRUE	cg16013246	0.0342993151869872	chr1	28816837	28858794	41958	*	inter:494				hg38_cpg_inter	Open sea
chr1	28918231	28918231	1	*	8.01639695566982	0.0477565046637212	8.99015477179627e-13	TRUE	cg08450168	0.096893103955624	chr1	28917458	28919457	2000	*	shelf:1103				hg38_cpg_shelves	CpG shelves
chr1	29138077	29138077	1	*	7.771796631281	0.0471446078431373	3.94676766534409e-12	TRUE	cg19869139	0.0530207904086575	chr1	29136661	29138660	2000	*	shelf:1107				hg38_cpg_shelves	CpG shelves
chr1	29139522	29139522	1	*	8.02033140527943	0.059107142857143	8.79343508165448e-13	TRUE	cg09970593	0.0293861320790916	chr1	29138661	29177463	38803	*	inter:499				hg38_cpg_inter	Open sea
chr1	31196733	31196733	1	*	8.35449666424042	0.0449035087719302	1.35468849841522e-13	TRUE	cg14183455	0.294977409425381	chr1	31185987	31235230	49244	*	inter:511				hg38_cpg_inter	Open sea
chr1	31393915	31393915	1	*	9.69894247972554	0.116519131641554	3.48648514716174e-17	TRUE	cg07689731	0.37313093762286	chr1	31301132	31408946	107815	*	inter:513				hg38_cpg_inter	Open sea
chr1	31660916	31660916	1	*	6.57691416242578	0.0418566908237216	2.68990154351503e-09	TRUE	cg12864581	0.0356219400341142	chr1	31649361	31699935	50575	*	inter:517				hg38_cpg_inter	Open sea
chr1	31662035	31662035	1	*	9.49809903310246	0.0520655314757485	1.37325799168349e-16	TRUE	cg19763281	0.0530408450170966	chr1	31649361	31699935	50575	*	inter:517				hg38_cpg_inter	Open sea
chr1	32478440	32478440	1	*	9.7701204045632	0.0488228155339807	2.39112926168412e-17	TRUE	cg00510956	0.221931385263353	chr1	32469461	32496542	27082	*	inter:538				hg38_cpg_inter	Open sea
chr1	33117735	33117735	1	*	-7.05977754363331	-0.0939782586506074	2.06780583387083e-10	TRUE	cg18118795	0.643785424491556	chr1	33085643	33123289	37647	*	inter:552				hg38_cpg_inter	Open sea
chr1	33335831	33335831	1	*	6.86708817692948	0.0642356565267616	5.47700272363031e-10	TRUE	cg25870263	0.117284219076832	chr1	33311175	33345181	34007	*	inter:559				hg38_cpg_inter	Open sea
chr1	33429781	33429781	1	*	9.1307629530257	0.0157508663842895	1.50322637009929e-15	TRUE	cg18830459	0.0315253225902243	chr1	33428401	33430400	2000	*	shore:1528				hg38_cpg_shores	CpG shores
chr1	35734334	35734334	1	*	12.4771755713215	0.0745523681170583	7.61772660280193e-25	TRUE	cg17801256	0.316605227136327	chr1	35723186	35765322	42137	*	inter:582				hg38_cpg_inter	Open sea
chr1	36024473	36024473	1	*	7.63858367259624	0.0721642394822006	8.22884243421749e-12	TRUE	cg15272684	0.0557024340242497	chr1	35935662	36079952	144291	*	inter:586				hg38_cpg_inter	Open sea
chr1	36184717	36184717	1	*	-6.67274269623147	-0.0160473623411629	1.66406109667578e-09	TRUE	cg26235710	0.0454084252479998	chr1	36183043	36220157	37115	*	inter:590				hg38_cpg_inter	Open sea
chr1	38100795	38100795	1	*	11.9427011970094	0.156799191374663	2.26184151435274e-23	TRUE	cg22063989	0.0682076842435603	chr1	38051971	38574492	522522	*	inter:614				hg38_cpg_inter	Open sea
chr1	38274017	38274017	1	*	7.49877736660851	0.0224201001155179	1.99542703437019e-11	TRUE	cg17829314	0.0466858269851774	chr1	38051971	38574492	522522	*	inter:614				hg38_cpg_inter	Open sea
chr1	39339004	39339004	1	*	10.0646477374796	0.0732499037350789	4.35489333820143e-18	TRUE	cg12792157	0.0660204515863271	chr1	39110188	39404345	294158	*	inter:623				hg38_cpg_inter	Open sea
chr1	40782785	40782785	1	*	7.53646038290556	0.0464574509048902	1.42345048760325e-11	TRUE	cg24686358	0.296262237519217	chr1	40781418	40783417	2000	*	shore:1741				hg38_cpg_shores	CpG shores
chr1	41328420	41328420	1	*	8.2615435705032	0.0538409703504043	2.36343141477613e-13	TRUE	cg10705800	0.144696182565339	chr1	41246656	41357007	110352	*	inter:660				hg38_cpg_inter	Open sea
chr1	41486908	41486908	1	*	8.32073926531725	0.0392770833333332	1.68780596639518e-13	TRUE	cg05646865	0.0353018897971404	chr1	41427955	41492178	64224	*	inter:663				hg38_cpg_inter	Open sea
chr1	41487437	41487437	1	*	7.07234833056385	0.0403471388555423	1.89136154776844e-10	TRUE	cg22005565	0.287973102767288	chr1	41427955	41492178	64224	*	inter:663				hg38_cpg_inter	Open sea
chr1	43205976	43205976	1	*	8.49562902492742	0.0595833333333335	5.72962093312684e-14	TRUE	cg11075745	0.195508133176248	chr1	43176382	43268812	92431	*	inter:686				hg38_cpg_inter	Open sea
chr1	43283185	43283185	1	*	-7.14825579647488	-0.0200596842510589	1.32201956969e-10	TRUE	cg01782487	0.383361260062703	chr1	43277159	43300850	23692	*	inter:687				hg38_cpg_inter	Open sea
chr1	43283862	43283862	1	*	11.0632526872279	0.0543971093592077	6.64769477235653e-21	TRUE	cg19101893	0.0595131293654978	chr1	43277159	43300850	23692	*	inter:687				hg38_cpg_inter	Open sea
chr1	43283884	43283884	1	*	12.0305229709149	0.0451104742053153	1.43072497635182e-23	TRUE	cg00410895	0.183173272264387	chr1	43277159	43300850	23692	*	inter:687				hg38_cpg_inter	Open sea
chr1	43424417	43424417	1	*	10.0523366754426	0.0489410858683097	4.66264862346214e-18	TRUE	cg20345840	0.367031265834635	chr1	43394251	43449588	55338	*	inter:691				hg38_cpg_inter	Open sea
chr1	43636559	43636559	1	*	13.1014078812804	0.0741762784525876	1.23384790571311e-26	TRUE	cg03574115	0.0699752887258869	chr1	43609472	43645944	36473	*	inter:695				hg38_cpg_inter	Open sea
chr1	43638094	43638094	1	*	7.17225778435179	0.0193242202541393	1.1655786962235e-10	TRUE	cg13342625	0.0404945530030147	chr1	43609472	43645944	36473	*	inter:695				hg38_cpg_inter	Open sea
chr1	43750693	43750693	1	*	8.24550069304136	0.0576516990291261	2.50293582287221e-13	TRUE	cg09988116	0.0247663491993404	chr1	43712093	43929395	217303	*	inter:697				hg38_cpg_inter	Open sea
chr1	45205796	45205796	1	*	12.0931717735325	0.0641740469772814	1.01763424848345e-23	TRUE	cg06922130	0.0487972126834733	chr1	45205667	45206716	1050	*	island:1047				hg38_cpg_islands	CpG islands
chr1	45308298	45308298	1	*	6.45193405947757	0.0754101255886971	4.99517265329895e-09	TRUE	cg15329642	0.984428765461105	chr1	45308246	45322746	14501	*	inter:720				hg38_cpg_inter	Open sea
chr1	46016768	46016768	1	*	6.40422141899482	0.0191913746630727	6.65614700801252e-09	TRUE	cg11323731	-1.10548307784699	chr1	45808149	46128453	320305	*	inter:731				hg38_cpg_inter	Open sea
chr1	46089593	46089593	1	*	11.6567164609661	0.0664824561403512	1.54310638875216e-22	TRUE	cg09893068	0.32114158910606	chr1	45808149	46128453	320305	*	inter:731				hg38_cpg_inter	Open sea
chr1	46597933	46597933	1	*	6.81675130330216	0.0204139391605699	7.76637290105185e-10	TRUE	cg17533684	0.0465273316463497	chr1	46548461	46599942	51482	*	inter:743				hg38_cpg_inter	Open sea
chr1	47082691	47082691	1	*	-12.8271305791378	-0.239770889487871	7.61826072955451e-26	TRUE	cg03409548	-0.593369832440579	chr1	47027962	47221307	193346	*	inter:748				hg38_cpg_inter	Open sea
chr1	47881256	47881256	1	*	9.14095720121091	0.0496017156862746	1.17183925348408e-15	TRUE	cg18983672	0.064597758590479	chr1	47729378	47980197	250820	*	inter:758				hg38_cpg_inter	Open sea
chr1	52456361	52456361	1	*	8.5118379617285	0.0406854062379669	5.54095006101566e-14	TRUE	cg22429822	0.033583294193361	chr1	52408634	52548585	139952	*	inter:781				hg38_cpg_inter	Open sea
chr1	52499228	52499228	1	*	6.8426015640509	0.0122275702733923	7.12433862772179e-10	TRUE	cg12688215	0.418201773496387	chr1	52408634	52548585	139952	*	inter:781				hg38_cpg_inter	Open sea
chr1	52520593	52520593	1	*	7.50284525370042	0.026070465922218	1.86642747725266e-11	TRUE	cg20125159	-0.295304863431548	chr1	52408634	52548585	139952	*	inter:781				hg38_cpg_inter	Open sea
chr1	53925145	53925145	1	*	8.15962873492794	0.03512810043891	4.21173216471009e-13	TRUE	cg17736259	0.0481000183824834	chr1	53893984	53941383	47400	*	inter:801				hg38_cpg_inter	Open sea
chr1	54200078	54200078	1	*	8.64467785422826	0.05737807295797	2.21788724979019e-14	TRUE	cg21142398	0.253076543274305	chr1	54198148	54200147	2000	*	shore:2102				hg38_cpg_shores	CpG shores
chr1	54359132	54359132	1	*	7.63476956914651	0.0436123143564359	8.65472639927166e-12	TRUE	cg03886898	-0.360965926111589	chr1	54358661	54360660	2000	*	shelf:1754				hg38_cpg_shelves	CpG shelves
chr1	54519040	54519040	1	*	10.6212569953412	0.0291470927993839	1.2820056502782e-19	TRUE	cg15034763	0.0339468073852051	chr1	54503719	54538030	34312	*	inter:811				hg38_cpg_inter	Open sea
chr1	55230402	55230402	1	*	8.02249498206569	0.0297506738544474	9.60487795099523e-13	TRUE	cg18014844	0.0284468139302033	chr1	55220036	56473554	1253519	*	inter:821				hg38_cpg_inter	Open sea
chr1	55464173	55464173	1	*	6.72820960803934	0.039146430432517	1.22897756256504e-09	TRUE	cg14615807	0.0571254368744928	chr1	55220036	56473554	1253519	*	inter:821				hg38_cpg_inter	Open sea
chr1	59043199	59043199	1	*	6.75216051776045	0.170124181748171	1.0043492272686e-09	TRUE	cg16080552	0.0344746308899827	chr1	58908229	59142734	234506	*	inter:831				hg38_cpg_inter	Open sea
chr1	63062489	63062489	1	*	8.6400763509522	0.0587837009803923	2.41996006013962e-14	TRUE	cg02218214	0.0851778884605013	chr1	62692679	63312722	620044	*	inter:845				hg38_cpg_inter	Open sea
chr1	63062724	63062724	1	*	10.6138163314152	0.0605232198142419	1.24063649600502e-19	TRUE	cg21409833	0.0946720375108262	chr1	62692679	63312722	620044	*	inter:845				hg38_cpg_inter	Open sea
chr1	67267855	67267855	1	*	11.7837123685641	0.0603578947368422	7.57448005872265e-23	TRUE	cg08983259	0.0573084271900418	chr1	67139033	67425451	286419	*	inter:867				hg38_cpg_inter	Open sea
chr1	68298565	68298565	1	*	-7.78547345990198	-0.0290277242972661	3.8279617151765e-12	TRUE	cg18795395	0.0331216058406419	chr1	68235946	68492599	256654	*	inter:873				hg38_cpg_inter	Open sea
chr1	68915898	68915898	1	*	13.0381104845307	0.0745623610268849	1.70993465994057e-26	TRUE	cg11724759	0.0597154065634956	chr1	68501324	69563283	1061960	*	inter:874				hg38_cpg_inter	Open sea
chr1	70225863	70225863	1	*	8.76131188286781	0.056196218702095	1.18164326647636e-14	TRUE	cg10576828	0.0987010603694759	chr1	70209760	70350049	140290	*	inter:877				hg38_cpg_inter	Open sea
chr1	70669885	70669885	1	*	12.3507698031897	0.0543947368421051	1.87587954894915e-24	TRUE	cg11201288	0.0417613680932621	chr1	70415409	71042540	627132	*	inter:879				hg38_cpg_inter	Open sea
chr1	70820718	70820718	1	*	-7.54146603592788	-0.0153176742395071	1.50324850617892e-11	TRUE	cg15128849	0.0382388172209921	chr1	70415409	71042540	627132	*	inter:879				hg38_cpg_inter	Open sea
chr1	78245236	78245236	1	*	-8.67913020345151	-0.0207797458606084	2.06313316723255e-14	TRUE	cg23855566	0.0384362751613391	chr1	78050478	78486938	436461	*	inter:896				hg38_cpg_inter	Open sea
chr1	84465688	84465688	1	*	9.02726129010851	0.0476000606428139	2.31429721555146e-15	TRUE	cg17237813	-0.245507556932251	chr1	84303224	84475248	172025	*	inter:904				hg38_cpg_inter	Open sea
chr1	84864880	84864880	1	*	6.98058311017498	0.0369198638613865	3.18952338572336e-10	TRUE	cg03622431	0.0457274042129796	chr1	84758656	84888675	130020	*	inter:910				hg38_cpg_inter	Open sea
chr1	85931226	85931226	1	*	6.65032905061724	0.0740152098575279	1.72867767870464e-09	TRUE	cg14322224	0.0321449762763827	chr1	85712571	86151594	439024	*	inter:920				hg38_cpg_inter	Open sea
chr1	89829951	89829951	1	*	9.39526584306493	0.0474535891089113	2.57256882294942e-16	TRUE	cg24959428	0.0641598021758401	chr1	89825929	89839279	13351	*	inter:936				hg38_cpg_inter	Open sea
chr1	90097604	90097604	1	*	7.78839746979656	0.0316881127450982	3.58771648672719e-12	TRUE	cg06641366	0.0289784410814173	chr1	89999679	90702544	702866	*	inter:938				hg38_cpg_inter	Open sea
chr1	92495004	92495004	1	*	11.2710525739873	0.11294375	2.00053566282705e-21	TRUE	cg15156367	0.0559522534964461	chr1	92491053	92780380	289328	*	inter:954				hg38_cpg_inter	Open sea
chr1	99729757	99729757	1	*	7.93934112813262	0.0693887177512515	1.46173861143066e-12	TRUE	cg05596294	-0.232248125077303	chr1	99268780	99845863	577084	*	inter:980				hg38_cpg_inter	Open sea
chr1	100643544	100643544	1	*	11.5077594924537	0.0577705671946857	3.85509211128847e-22	TRUE	cg26117431	0.0491688435911417	chr1	100544330	100891031	346702	*	inter:988				hg38_cpg_inter	Open sea
chr1	100644688	100644688	1	*	7.31715602188394	0.0849416362688902	5.2046668881602e-11	TRUE	cg07232688	0.0629059976448973	chr1	100544330	100891031	346702	*	inter:988				hg38_cpg_inter	Open sea
chr1	103573989	103573989	1	*	9.87186398118223	0.0953215248363496	1.34359288803252e-17	TRUE	cg12884406	0.0413457403828178	chr1	103530292	106076770	2546479	*	inter:992				hg38_cpg_inter	Open sea
chr1	109264283	109264283	1	*	8.23596305782323	0.0525013027618551	2.79633097664893e-13	TRUE	cg03301801	0.0360756269741401	chr1	109263079	109277690	14612	*	inter:1014				hg38_cpg_inter	Open sea
chr1	109265387	109265387	1	*	7.98437939292399	0.025453431372549	1.16349903466409e-12	TRUE	cg11481351	0.0377194156684257	chr1	109263079	109277690	14612	*	inter:1014				hg38_cpg_inter	Open sea
chr1	109825964	109825964	1	*	16.1639827694085	0.0692510589141319	3.69739447172329e-35	TRUE	cg06752594	0.697727079029675	chr1	109744685	109906520	161836	*	inter:1028				hg38_cpg_inter	Open sea
chr1	109940029	109940029	1	*	-7.62432373462937	-0.0385954948016943	9.3170510729533e-12	TRUE	cg10087399	0.0943440174042959	chr1	109915268	109980625	65358	*	inter:1029				hg38_cpg_inter	Open sea
chr1	110081965	110081965	1	*	6.33707257351113	0.0276632600919775	9.18995505518812e-09	TRUE	cg00521434	0.0766332048314768	chr1	110081906	110083905	2000	*	shore:2603				hg38_cpg_shores	CpG shores
chr1	110197856	110197856	1	*	10.946262746641	0.056690021018917	1.31485539774636e-20	TRUE	cg11903880	0.102166103734164	chr1	110155643	110205633	49991	*	inter:1035				hg38_cpg_inter	Open sea
chr1	110198890	110198890	1	*	8.1312882723929	0.0140922217943781	5.62926111405106e-13	TRUE	cg15955341	-0.271745443606349	chr1	110155643	110205633	49991	*	inter:1035				hg38_cpg_inter	Open sea
chr1	110933248	110933248	1	*	9.49511947335317	0.03724375	1.43518290460603e-16	TRUE	cg09494546	0.0351056781912661	chr1	110784812	110959258	174447	*	inter:1043				hg38_cpg_inter	Open sea
chr1	110950612	110950612	1	*	9.51737878838633	0.0266422795533307	1.25089884692146e-16	TRUE	cg20097268	0.0325790102827945	chr1	110784812	110959258	174447	*	inter:1043				hg38_cpg_inter	Open sea
chr1	111061374	111061374	1	*	8.45584942560764	0.0327186468646869	7.44507270112271e-14	TRUE	cg07830847	0.0520995111022992	chr1	110968386	111135604	167219	*	inter:1044				hg38_cpg_inter	Open sea
chr1	111832593	111832593	1	*	13.1882471044486	0.118299632352941	7.12254028038678e-27	TRUE	cg26159933	0.0298304714645752	chr1	111760371	111977845	217475	*	inter:1053				hg38_cpg_inter	Open sea
chr1	111970531	111970531	1	*	6.58221228235166	0.0597920677705044	2.503810333409e-09	TRUE	cg09558502	0.0833602424764863	chr1	111760371	111977845	217475	*	inter:1053				hg38_cpg_inter	Open sea
chr1	111971020	111971020	1	*	13.7240690353583	0.0893208333333334	2.31806423109989e-28	TRUE	cg22997415	0.0548102659033652	chr1	111760371	111977845	217475	*	inter:1053				hg38_cpg_inter	Open sea
chr1	113162570	113162570	1	*	-8.3304661801173	-0.0181324605313824	1.62425788637576e-13	TRUE	cg05807768	0.0712532800697587	chr1	113077639	113194850	117212	*	inter:1064				hg38_cpg_inter	Open sea
chr1	113258366	113258366	1	*	7.57683286058559	0.0174066230265691	1.23358345903372e-11	TRUE	cg04828892	0.062153972929166	chr1	113203124	113385957	182834	*	inter:1065				hg38_cpg_inter	Open sea
chr1	115881214	115881214	1	*	18.1314522800974	0.243881401617251	1.21909102942542e-40	TRUE	cg21184174	-0.16600411661907	chr1	115843744	115972524	128781	*	inter:1080				hg38_cpg_inter	Open sea
