seqnames	start	end	width	strand	stat	diff	ind.fdr	is.sig	probeID	logFC
chr1	24127262	24127262	1	*	8.95784235193862	0.0446572968810166	3.69366855255671e-15	TRUE	cg24409107	0.720041987932456
chr1	25229099	25229099	1	*	7.1539105138858	0.0338188854489168	1.25312964381444e-10	TRUE	cg18231267	0.05685398040295
chr1	25256369	25256369	1	*	10.2002432491504	0.0191490180978052	2.04740420451051e-18	TRUE	cg06377278	0.455269766682359
chr1	25258332	25258332	1	*	6.93196145085132	0.0517083333333333	4.15876935484611e-10	TRUE	cg03171924	0.420971434566539
chr1	26197855	26197855	1	*	6.49017585619762	0.119166345783597	4.10518816057065e-09	TRUE	cg15662251	0.773475806748653
chr1	26218503	26218503	1	*	12.0322949730643	0.0544482260726077	1.33957249898937e-23	TRUE	cg06453691	0.282488997083728
chr1	26324823	26324823	1	*	13.188839760519	0.0891239892183289	8.69671927727758e-27	TRUE	cg15547662	0.0520921557308874
chr1	26372887	26372887	1	*	6.94186609190093	0.0588246053138237	3.90549613217954e-10	TRUE	cg07766612	0.649279943809196
chr1	26605969	26605969	1	*	7.65371964372569	0.061463226800154	7.90586311120092e-12	TRUE	cg01414934	0.0459506164803631
chr1	27189787	27189787	1	*	6.91221599402273	0.0377291666666665	4.61603875635563e-10	TRUE	cg03421300	0.21845090643134
chr1	27240365	27240365	1	*	7.18516849471418	0.0420381443298972	1.06240417389772e-10	TRUE	cg24580782	0.364147669166411
chr1	27702651	27702651	1	*	7.20056015586836	0.0285788690476192	9.32706282092694e-11	TRUE	cg19979773	0.0321204027547562
chr1	28157061	28157061	1	*	12.1365907301358	0.0306815556411244	6.83184355031965e-24	TRUE	cg09009042	0.0385188971757075
chr1	28832468	28832468	1	*	6.3428970376832	0.0184058529072006	9.13309462480217e-09	TRUE	cg16013246	0.0342993151869872
chr1	28918231	28918231	1	*	8.01639695566982	0.0477565046637212	8.99015477179627e-13	TRUE	cg08450168	0.096893103955624
chr1	29138077	29138077	1	*	7.771796631281	0.0471446078431373	3.94676766534409e-12	TRUE	cg19869139	0.0530207904086575
chr1	29139522	29139522	1	*	8.02033140527943	0.059107142857143	8.79343508165448e-13	TRUE	cg09970593	0.0293861320790916
chr1	31196733	31196733	1	*	8.35449666424042	0.0449035087719302	1.35468849841522e-13	TRUE	cg14183455	0.294977409425381
chr1	31393915	31393915	1	*	9.69894247972554	0.116519131641554	3.48648514716174e-17	TRUE	cg07689731	0.37313093762286
chr1	31660916	31660916	1	*	6.57691416242578	0.0418566908237216	2.68990154351503e-09	TRUE	cg12864581	0.0356219400341142
chr1	31662035	31662035	1	*	9.49809903310246	0.0520655314757485	1.37325799168349e-16	TRUE	cg19763281	0.0530408450170966
chr1	32478440	32478440	1	*	9.7701204045632	0.0488228155339807	2.39112926168412e-17	TRUE	cg00510956	0.221931385263353
chr1	33117735	33117735	1	*	-7.05977754363331	-0.0939782586506074	2.06780583387083e-10	TRUE	cg18118795	0.643785424491556
chr1	33335831	33335831	1	*	6.86708817692948	0.0642356565267616	5.47700272363031e-10	TRUE	cg25870263	0.117284219076832
chr1	33429781	33429781	1	*	9.1307629530257	0.0157508663842895	1.50322637009929e-15	TRUE	cg18830459	0.0315253225902243
chr1	35734334	35734334	1	*	12.4771755713215	0.0745523681170583	7.61772660280193e-25	TRUE	cg17801256	0.316605227136327
chr1	36024473	36024473	1	*	7.63858367259624	0.0721642394822006	8.22884243421749e-12	TRUE	cg15272684	0.0557024340242497
chr1	36184717	36184717	1	*	-6.67274269623147	-0.0160473623411629	1.66406109667578e-09	TRUE	cg26235710	0.0454084252479998
chr1	38100795	38100795	1	*	11.9427011970094	0.156799191374663	2.26184151435274e-23	TRUE	cg22063989	0.0682076842435603
chr1	38274017	38274017	1	*	7.49877736660851	0.0224201001155179	1.99542703437019e-11	TRUE	cg17829314	0.0466858269851774
chr1	39339004	39339004	1	*	10.0646477374796	0.0732499037350789	4.35489333820143e-18	TRUE	cg12792157	0.0660204515863271
chr1	40782785	40782785	1	*	7.53646038290556	0.0464574509048902	1.42345048760325e-11	TRUE	cg24686358	0.296262237519217
chr1	41328420	41328420	1	*	8.2615435705032	0.0538409703504043	2.36343141477613e-13	TRUE	cg10705800	0.144696182565339
chr1	41486908	41486908	1	*	8.32073926531725	0.0392770833333332	1.68780596639518e-13	TRUE	cg05646865	0.0353018897971404
chr1	41487437	41487437	1	*	7.07234833056385	0.0403471388555423	1.89136154776844e-10	TRUE	cg22005565	0.287973102767288
chr1	43205976	43205976	1	*	8.49562902492742	0.0595833333333335	5.72962093312684e-14	TRUE	cg11075745	0.195508133176248
chr1	43283185	43283185	1	*	-7.14825579647488	-0.0200596842510589	1.32201956969e-10	TRUE	cg01782487	0.383361260062703
chr1	43283862	43283862	1	*	11.0632526872279	0.0543971093592077	6.64769477235653e-21	TRUE	cg19101893	0.0595131293654978
chr1	43283884	43283884	1	*	12.0305229709149	0.0451104742053153	1.43072497635182e-23	TRUE	cg00410895	0.183173272264387
chr1	43424417	43424417	1	*	10.0523366754426	0.0489410858683097	4.66264862346214e-18	TRUE	cg20345840	0.367031265834635
chr1	43636559	43636559	1	*	13.1014078812804	0.0741762784525876	1.23384790571311e-26	TRUE	cg03574115	0.0699752887258869
chr1	43638094	43638094	1	*	7.17225778435179	0.0193242202541393	1.1655786962235e-10	TRUE	cg13342625	0.0404945530030147
chr1	43750693	43750693	1	*	8.24550069304136	0.0576516990291261	2.50293582287221e-13	TRUE	cg09988116	0.0247663491993404
chr1	45205796	45205796	1	*	12.0931717735325	0.0641740469772814	1.01763424848345e-23	TRUE	cg06922130	0.0487972126834733
chr1	45308298	45308298	1	*	6.45193405947757	0.0754101255886971	4.99517265329895e-09	TRUE	cg15329642	0.984428765461105
chr1	46016768	46016768	1	*	6.40422141899482	0.0191913746630727	6.65614700801252e-09	TRUE	cg11323731	-1.10548307784699
chr1	46089593	46089593	1	*	11.6567164609661	0.0664824561403512	1.54310638875216e-22	TRUE	cg09893068	0.32114158910606
chr1	46597933	46597933	1	*	6.81675130330216	0.0204139391605699	7.76637290105185e-10	TRUE	cg17533684	0.0465273316463497
chr1	47082691	47082691	1	*	-12.8271305791378	-0.239770889487871	7.61826072955451e-26	TRUE	cg03409548	-0.593369832440579
chr1	47881256	47881256	1	*	9.14095720121091	0.0496017156862746	1.17183925348408e-15	TRUE	cg18983672	0.064597758590479
chr1	52456361	52456361	1	*	8.5118379617285	0.0406854062379669	5.54095006101566e-14	TRUE	cg22429822	0.033583294193361
chr1	52499228	52499228	1	*	6.8426015640509	0.0122275702733923	7.12433862772179e-10	TRUE	cg12688215	0.418201773496387
chr1	52520593	52520593	1	*	7.50284525370042	0.026070465922218	1.86642747725266e-11	TRUE	cg20125159	-0.295304863431548
chr1	53925145	53925145	1	*	8.15962873492794	0.03512810043891	4.21173216471009e-13	TRUE	cg17736259	0.0481000183824834
chr1	54200078	54200078	1	*	8.64467785422826	0.05737807295797	2.21788724979019e-14	TRUE	cg21142398	0.253076543274305
chr1	54359132	54359132	1	*	7.63476956914651	0.0436123143564359	8.65472639927166e-12	TRUE	cg03886898	-0.360965926111589
chr1	54519040	54519040	1	*	10.6212569953412	0.0291470927993839	1.2820056502782e-19	TRUE	cg15034763	0.0339468073852051
chr1	55230402	55230402	1	*	8.02249498206569	0.0297506738544474	9.60487795099523e-13	TRUE	cg18014844	0.0284468139302033
chr1	55464173	55464173	1	*	6.72820960803934	0.039146430432517	1.22897756256504e-09	TRUE	cg14615807	0.0571254368744928
chr1	59043199	59043199	1	*	6.75216051776045	0.170124181748171	1.0043492272686e-09	TRUE	cg16080552	0.0344746308899827
chr1	63062489	63062489	1	*	8.6400763509522	0.0587837009803923	2.41996006013962e-14	TRUE	cg02218214	0.0851778884605013
chr1	63062724	63062724	1	*	10.6138163314152	0.0605232198142419	1.24063649600502e-19	TRUE	cg21409833	0.0946720375108262
chr1	67267855	67267855	1	*	11.7837123685641	0.0603578947368422	7.57448005872265e-23	TRUE	cg08983259	0.0573084271900418
chr1	68298565	68298565	1	*	-7.78547345990198	-0.0290277242972661	3.8279617151765e-12	TRUE	cg18795395	0.0331216058406419
chr1	68915898	68915898	1	*	13.0381104845307	0.0745623610268849	1.70993465994057e-26	TRUE	cg11724759	0.0597154065634956
chr1	70225863	70225863	1	*	8.76131188286781	0.056196218702095	1.18164326647636e-14	TRUE	cg10576828	0.0987010603694759
chr1	70669885	70669885	1	*	12.3507698031897	0.0543947368421051	1.87587954894915e-24	TRUE	cg11201288	0.0417613680932621
chr1	70820718	70820718	1	*	-7.54146603592788	-0.0153176742395071	1.50324850617892e-11	TRUE	cg15128849	0.0382388172209921
chr1	78245236	78245236	1	*	-8.67913020345151	-0.0207797458606084	2.06313316723255e-14	TRUE	cg23855566	0.0384362751613391
chr1	84465688	84465688	1	*	9.02726129010851	0.0476000606428139	2.31429721555146e-15	TRUE	cg17237813	-0.245507556932251
chr1	84864880	84864880	1	*	6.98058311017498	0.0369198638613865	3.18952338572336e-10	TRUE	cg03622431	0.0457274042129796
chr1	85931226	85931226	1	*	6.65032905061724	0.0740152098575279	1.72867767870464e-09	TRUE	cg14322224	0.0321449762763827
chr1	89829951	89829951	1	*	9.39526584306493	0.0474535891089113	2.57256882294942e-16	TRUE	cg24959428	0.0641598021758401
chr1	90097604	90097604	1	*	7.78839746979656	0.0316881127450982	3.58771648672719e-12	TRUE	cg06641366	0.0289784410814173
chr1	92495004	92495004	1	*	11.2710525739873	0.11294375	2.00053566282705e-21	TRUE	cg15156367	0.0559522534964461
chr1	99729757	99729757	1	*	7.93934112813262	0.0693887177512515	1.46173861143066e-12	TRUE	cg05596294	-0.232248125077303
chr1	100643544	100643544	1	*	11.5077594924537	0.0577705671946857	3.85509211128847e-22	TRUE	cg26117431	0.0491688435911417
chr1	100644688	100644688	1	*	7.31715602188394	0.0849416362688902	5.2046668881602e-11	TRUE	cg07232688	0.0629059976448973
chr1	103573989	103573989	1	*	9.87186398118223	0.0953215248363496	1.34359288803252e-17	TRUE	cg12884406	0.0413457403828178
chr1	109264283	109264283	1	*	8.23596305782323	0.0525013027618551	2.79633097664893e-13	TRUE	cg03301801	0.0360756269741401
chr1	109265387	109265387	1	*	7.98437939292399	0.025453431372549	1.16349903466409e-12	TRUE	cg11481351	0.0377194156684257
chr1	109825964	109825964	1	*	16.1639827694085	0.0692510589141319	3.69739447172329e-35	TRUE	cg06752594	0.697727079029675
chr1	109940029	109940029	1	*	-7.62432373462937	-0.0385954948016943	9.3170510729533e-12	TRUE	cg10087399	0.0943440174042959
chr1	110081965	110081965	1	*	6.33707257351113	0.0276632600919775	9.18995505518812e-09	TRUE	cg00521434	0.0766332048314768
chr1	110197856	110197856	1	*	10.946262746641	0.056690021018917	1.31485539774636e-20	TRUE	cg11903880	0.102166103734164
chr1	110198890	110198890	1	*	8.1312882723929	0.0140922217943781	5.62926111405106e-13	TRUE	cg15955341	-0.271745443606349
chr1	110933248	110933248	1	*	9.49511947335317	0.03724375	1.43518290460603e-16	TRUE	cg09494546	0.0351056781912661
chr1	110950612	110950612	1	*	9.51737878838633	0.0266422795533307	1.25089884692146e-16	TRUE	cg20097268	0.0325790102827945
chr1	111061374	111061374	1	*	8.45584942560764	0.0327186468646869	7.44507270112271e-14	TRUE	cg07830847	0.0520995111022992
chr1	111832593	111832593	1	*	13.1882471044486	0.118299632352941	7.12254028038678e-27	TRUE	cg26159933	0.0298304714645752
chr1	111970531	111970531	1	*	6.58221228235166	0.0597920677705044	2.503810333409e-09	TRUE	cg09558502	0.0833602424764863
chr1	111971020	111971020	1	*	13.7240690353583	0.0893208333333334	2.31806423109989e-28	TRUE	cg22997415	0.0548102659033652
chr1	113162570	113162570	1	*	-8.3304661801173	-0.0181324605313824	1.62425788637576e-13	TRUE	cg05807768	0.0712532800697587
chr1	113258366	113258366	1	*	7.57683286058559	0.0174066230265691	1.23358345903372e-11	TRUE	cg04828892	0.062153972929166
chr1	115881214	115881214	1	*	18.1314522800974	0.243881401617251	1.21909102942542e-40	TRUE	cg21184174	-0.16600411661907
chr1	116193783	116193783	1	*	9.63493594395056	0.0569850317208566	5.21045170321347e-17	TRUE	cg00819310	0.0470015095313163
chr1	116194194	116194194	1	*	9.97537715648327	0.0567217839805826	6.61798388945811e-18	TRUE	cg08157638	0.0856056735989441
chr1	117544781	117544781	1	*	7.46325979371166	0.0758693092621665	2.12334007649957e-11	TRUE	cg08920071	0.554571527833656
chr1	118472483	118472483	1	*	-7.73071013193281	-0.0156873315363882	5.13818556644559e-12	TRUE	cg11320143	0.73664625279132
chr1	120311439	120311439	1	*	11.5508681393343	0.0440894736842105	3.42766407716763e-22	TRUE	cg22718139	0.667940366526599
chr1	120439812	120439812	1	*	8.55490390868352	0.0361567993534049	3.97109630877966e-14	TRUE	cg23326301	0.0721565435831772
chr1	145412774	145412774	1	*	8.32199301794749	0.0449586101175267	1.61120306754908e-13	TRUE	cg07136254	0.0551928779311524
chr1	145525223	145525223	1	*	13.1079762974633	0.0495653986451276	1.34259775369613e-26	TRUE	cg04126335	0.290646135385131
chr1	145727762	145727762	1	*	6.81732062545997	0.02608482370976	7.50939103182932e-10	TRUE	cg10321723	0.0402158926910618
chr1	146644336	146644336	1	*	10.4079340076472	0.0329726607624181	4.98250175607549e-19	TRUE	cg14367344	0.0936159473548432
chr1	149908781	149908781	1	*	6.36861284330028	0.0671836734693877	7.54126058544603e-09	TRUE	cg24620905	0.0501009183122797
chr1	150121727	150121727	1	*	10.503017209169	0.0422391220639199	2.41942100518273e-19	TRUE	cg12072973	0.0486335268620014
chr1	150479487	150479487	1	*	8.68762451966546	0.0313245614035092	1.8689154324397e-14	TRUE	cg11512771	0.422869917335129
chr1	150521190	150521190	1	*	6.39754101080021	0.0165142472083173	6.88464741241657e-09	TRUE	cg09622957	0.0456744512561678
chr1	150780684	150780684	1	*	8.51958985130673	0.122686753946862	4.43018689485151e-14	TRUE	cg20802392	0.115793490420774
chr1	150781434	150781434	1	*	7.74163229391424	0.0262408088235296	4.68681877661001e-12	TRUE	cg11946165	0.858020230916656
chr1	151009588	151009588	1	*	8.15557423944954	0.0317521716913645	4.31243745437494e-13	TRUE	cg11584936	0.0683303413401891
chr1	151162707	151162707	1	*	6.75294795031219	0.0258817866769349	1.08659220993798e-09	TRUE	cg07634204	0.0488832888374289
chr1	151433222	151433222	1	*	8.43580047643009	0.0383275421563618	8.18373163446573e-14	TRUE	cg12647320	0.295708475040315
chr1	151804260	151804260	1	*	7.62313073624439	0.133304916732752	8.72445819933223e-12	TRUE	cg25112191	0.0412612853510629
chr1	152386561	152386561	1	*	8.14450712755215	0.0437644176788813	4.60135365128635e-13	TRUE	cg19370451	0.0655766842124205
chr1	152388040	152388040	1	*	8.94274985449116	0.0406109012963152	3.94313504745133e-15	TRUE	cg16713808	-0.182843581169543
chr1	152783137	152783137	1	*	7.76137778808037	0.0456864346228437	4.18436385493629e-12	TRUE	cg21434954	0.522891691285485
chr1	152849738	152849738	1	*	7.52005808216526	0.0279859322369727	1.5577915650269e-11	TRUE	cg21948655	0.0366221855943555
chr1	153283841	153283841	1	*	7.59596378853719	0.0333797442244228	1.0799765308948e-11	TRUE	cg09448880	0.039719768208646
chr1	153329882	153329882	1	*	6.31688163759233	0.131540816326531	9.88831014843037e-09	TRUE	cg03165378	0.0352370520431257
chr1	153514482	153514482	1	*	8.12450071412061	0.121483442433577	4.65834087237201e-13	TRUE	cg08823182	-0.25607011864966
chr1	153600865	153600865	1	*	9.07332955734781	0.0567892156862747	1.78043886431311e-15	TRUE	cg20847746	0.0416946617952992
chr1	153631237	153631237	1	*	8.94603231823614	0.041628802464382	4.25888668713533e-15	TRUE	cg10272885	0.0356058218009151
chr1	154966068	154966068	1	*	6.79896692719883	0.052435540429043	8.3607032070628e-10	TRUE	cg23154272	0.404868200073966
chr1	155007254	155007254	1	*	6.47763000289413	0.0387755102040817	4.37745175119986e-09	TRUE	cg21596858	0.316261482272944
chr1	155881846	155881846	1	*	7.13749100217208	0.0494085595403209	1.3079552948023e-10	TRUE	cg08256691	0.0609043120382808
chr1	156024283	156024283	1	*	7.74527863104397	0.0255872160184829	4.72723577070815e-12	TRUE	cg17921310	0.0361883235451163
chr1	156030844	156030844	1	*	9.57478317641649	0.0516501547987618	8.54555564841023e-17	TRUE	cg09243900	0.0467757778044793
chr1	156031182	156031182	1	*	8.15277221599188	0.0463817401960784	4.38477011802793e-13	TRUE	cg19580810	0.0431688643085549
chr1	156217942	156217942	1	*	7.46810809064478	0.0771595992997472	2.04082488384497e-11	TRUE	cg10046892	0.395450057381707
chr1	156570825	156570825	1	*	-9.57158000315841	-0.0365700808625337	8.96288760802483e-17	TRUE	cg14277848	0.0813368556940184
chr1	156697793	156697793	1	*	7.4128473126711	0.0420947246823257	3.01284085125396e-11	TRUE	cg16728114	0.0706455141246118
chr1	156698494	156698494	1	*	8.80562423334504	0.0233442433577204	1.01697040075654e-14	TRUE	cg23881601	0.0344057412349791
chr1	156828202	156828202	1	*	6.92149470017676	0.047451923076923	4.17547473181001e-10	TRUE	cg02049180	0.0378400606195444
chr1	157811303	157811303	1	*	9.10346557461496	0.0563947368421056	1.51356666908538e-15	TRUE	cg01637734	1.80837516482369
chr1	157811790	157811790	1	*	7.58514993157898	0.0323246912320099	1.13068406776631e-11	TRUE	cg11139878	0.0816705736126134
chr1	158223934	158223934	1	*	6.4053732132363	0.050754955501618	6.46715984458712e-09	TRUE	cg07950803	0.0840923536019639
chr1	158301038	158301038	1	*	7.12430489838201	0.0415287990196079	1.45382663076411e-10	TRUE	cg04574507	-0.276581268125369
chr1	158322845	158322845	1	*	10.6750579326528	0.0737113095238093	7.12192645542341e-20	TRUE	cg09478478	0.0606278990863666
chr1	158324331	158324331	1	*	6.86932900418255	0.0615912591451674	5.35744729949568e-10	TRUE	cg12200412	0.0596025659927844
chr1	158656718	158656718	1	*	6.66859592422937	0.082647285329226	1.5815411960434e-09	TRUE	cg22730004	0.0592031965756182
chr1	158799935	158799935	1	*	8.0457807118725	0.0879115646258504	7.46818865281272e-13	TRUE	cg25119415	0.524264768936631
chr1	159174610	159174610	1	*	7.20924434277223	0.0769291490180978	8.70410965327736e-11	TRUE	cg18552413	-0.301018006263409
chr1	159684431	159684431	1	*	10.9583204218403	0.0596455108359136	1.38709990768589e-20	TRUE	cg08474603	-0.408761442162794
chr1	159796434	159796434	1	*	7.81388030132747	0.0292818636888718	3.19893797629784e-12	TRUE	cg04275881	1.11513649578319
chr1	159797320	159797320	1	*	9.92521547292183	0.0576898864809084	9.56387169275185e-18	TRUE	cg18084791	0.0771941794298988
chr1	159869960	159869960	1	*	9.34584083785671	0.186968617635733	2.94187552398157e-16	TRUE	cg02849695	0.414943852062708
chr1	159915374	159915374	1	*	7.17273461075656	0.155135733538698	1.12299870777881e-10	TRUE	cg17720231	0.049725350708513
chr1	160121283	160121283	1	*	9.60005506138095	0.0548474022659999	7.06759444970184e-17	TRUE	cg06517798	0.820570916604946
chr1	161059654	161059654	1	*	7.38360266435305	0.0382689950980392	3.50103133484302e-11	TRUE	cg00756887	0.372062658960305
chr1	161168889	161168889	1	*	8.42390520139663	0.044114077669903	8.59265499590476e-14	TRUE	cg07354440	0.0424356878259135
chr1	162601807	162601807	1	*	10.6647888905998	0.0585376602564102	7.92616321432617e-20	TRUE	cg17496788	0.0458352248117207
chr1	163172649	163172649	1	*	6.75233378678168	0.041116955445545	1.06904889749616e-09	TRUE	cg10604646	0.0826865164711726
chr1	163291775	163291775	1	*	-8.10178447274419	-0.0216576819407008	6.09390407832086e-13	TRUE	cg15778350	0.0449520243193897
chr1	164529170	164529170	1	*	10.9709578568192	0.0806603773584904	1.39714815772492e-20	TRUE	cg24489237	1.55505282323349
chr1	166572716	166572716	1	*	7.80588799310982	0.0426338704834351	3.14921297932828e-12	TRUE	cg24272559	0.583903747339089
chr1	167060788	167060788	1	*	9.71732183086308	0.0390686274509805	3.41863451278494e-17	TRUE	cg24987706	0.074934372484338
chr1	167689891	167689891	1	*	6.70435956172459	0.0332230392156863	1.37081340238953e-09	TRUE	cg18596794	0.0589697906274196
chr1	167882951	167882951	1	*	6.95654811661671	0.0311623205983425	3.54551818180849e-10	TRUE	cg06933072	0.524607763280587
chr1	168250628	168250628	1	*	6.87923928624573	0.0286974110032362	5.33807021657631e-10	TRUE	cg17095936	0.0723678325034773
chr1	168698977	168698977	1	*	11.0487493465273	0.0865406234031683	7.55671098047188e-21	TRUE	cg10835876	-0.565619408129256
chr1	169074934	169074934	1	*	6.4436542491638	0.0219484020023103	5.51601222805866e-09	TRUE	cg16959606	0.20593515239374
chr1	169335773	169335773	1	*	7.58961172472264	0.0334736842105267	1.11830743315385e-11	TRUE	cg14287742	0.278236431685977
chr1	169703422	169703422	1	*	8.20165394190165	0.0397497420020644	3.34696448179258e-13	TRUE	cg09784259	0.0796864105143233
chr1	171060071	171060071	1	*	6.5906733542163	0.0327539785807225	2.45899712535668e-09	TRUE	cg18063149	0.0816372483847255
chr1	171154612	171154612	1	*	7.06484355184656	0.045698321197411	1.98891876524376e-10	TRUE	cg14721213	0.307706462094439
chr1	171217555	171217555	1	*	7.33328161011277	0.0320123110799719	4.51015048633564e-11	TRUE	cg15514848	-1.01068154269157
chr1	172501430	172501430	1	*	8.85201695944373	0.0507065845206007	7.3279375808876e-15	TRUE	cg20525378	0.0625357881430102
chr1	173019720	173019720	1	*	10.677581410967	0.0484650735294118	7.92616321432617e-20	TRUE	cg19589427	0.0557288904743188
chr1	174992314	174992314	1	*	7.5067668249152	0.0166076241817481	1.80101197607009e-11	TRUE	cg25335775	0.544606213565766
chr1	178840137	178840137	1	*	8.9341757170755	0.0903445512820512	3.95753771990985e-15	TRUE	cg07044282	-0.366910100072112
chr1	179846929	179846929	1	*	6.92004524898837	0.114353099730458	4.47388607860149e-10	TRUE	cg07761912	0.447872060537457
chr1	182360794	182360794	1	*	12.8385210227444	0.102706006931074	7.61826072955451e-26	TRUE	cg17892328	0.302222884793248
chr1	182360822	182360822	1	*	7.9029032753158	0.0463303812090875	1.94106247539041e-12	TRUE	cg01419479	0.0693088429967298
chr1	182458262	182458262	1	*	9.16913070913684	0.0518770833333333	1.04181057201974e-15	TRUE	cg16478792	0.122857686816108
chr1	182761262	182761262	1	*	11.7015600378378	0.100661006670709	1.0335582496541e-22	TRUE	cg18117393	0.706600543504225
chr1	182761905	182761905	1	*	11.1346412549212	0.0642833333333332	4.79307295946215e-21	TRUE	cg00548060	0.484531784560971
chr1	183441292	183441292	1	*	-7.56471929549882	-0.0315517905275318	1.3398662854115e-11	TRUE	cg23735442	0.181485630218198
